date,PP,PSOE,ERC,PNVEAJ,CC,BNG,Cs,VOX,Podemos,EHBildu,PACMA,PDeCAT,Comp,JuntsxCat,Naplus,MP,CUP,Sumar,firm,date_from,sample_size
2020-06-17,26,28.7,3.1,1.9,NA,NA,8.3,11.7,12,NA,NA,NA,NA,2,NA,1.2,NA,NA,Sigma Dos,2020-06-15,1000
2020-06-19,24.2,25,3.1,1.5,0.4,0.6,6.2,15.1,13.7,1.4,NA,NA,NA,2.8,0.4,1.5,1,NA,Demoscopia y Servicios,2020-06-17,1000
2020-06-26,23.5,28.5,3,NA,NA,NA,6,13,13.5,NA,NA,NA,NA,2,NA,NA,NA,NA,GESOP,2020-06-22,750
2020-06-26,21,27.8,NA,NA,NA,NA,8.7,14.1,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2020-06-22,NA
2020-06-27,22.4,26,NA,NA,NA,NA,8.3,15.1,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2020-06-24,1000
2020-07-09,21.2,32.1,2.7,1.3,0.4,0.7,8.8,11.6,12.1,0.8,NA,NA,NA,1.5,0.4,0.9,0.6,NA,IMOP/CIS,2020-07-01,3032
2020-07-14,27.6,29.1,NA,NA,NA,NA,5.2,11.2,10.1,NA,NA,NA,NA,NA,NA,1.8,NA,NA,GAD3,2020-07-06,2300
2020-07-18,25.2,26.4,3.6,1.6,NA,NA,5.5,14.9,10.7,1.3,NA,NA,NA,2.4,0.4,2.1,NA,NA,NC Report,2020-07-14,1000
2020-07-19,19.4,32.4,2.8,1,0.5,0.8,8.7,12.3,12.6,1,NA,NA,NA,1.3,0.4,1.6,0.5,NA,CIS,2020-07-09,2926
2020-07-24,21.4,29.1,NA,NA,NA,NA,7.9,14,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2020-07-20,NA
2020-07-26,25,29.5,NA,NA,NA,NA,5.5,13,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2020-07-26,NA
2020-07-31,24.4,28.7,3.5,1.6,0.6,0.9,5.3,14.6,11.9,1.2,0.7,NA,NA,2.2,0.4,2.2,1,NA,Celeste-Tel,2020-07-27,1100
2020-08-06,22.9,29.2,NA,NA,NA,NA,6.3,13.5,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2020-08-03,1046
2020-08-21,20.2,28.7,3.6,1.5,NA,NA,9.5,15.9,11.4,1.3,NA,NA,NA,2.5,NA,1.2,NA,NA,SW Demoscopia,2020-08-19,1001
2020-08-29,24.7,26.9,3.5,1.5,NA,NA,5.7,15,10.7,1.3,NA,NA,NA,2.5,NA,2.4,NA,NA,NC Report,2020-08-25,1000
2020-08-30,24.1,27.3,3.4,1.7,0.6,0.6,8.7,14.3,9.6,1.3,NA,NA,NA,2.7,0.4,2.3,0.8,NA,SocioMétrica,2020-08-28,1620
2020-09-06,25.3,28.9,3.3,1.9,NA,NA,6.2,13.5,12.1,NA,NA,NA,NA,1.6,NA,0.9,NA,NA,Sigma Dos,2020-09-06,NA
2020-09-11,22.4,28.6,NA,NA,NA,NA,7.3,14.5,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2020-09-07,NA
2020-09-17,21,28.3,2.7,NA,NA,NA,5.7,17.5,10.2,NA,NA,NA,NA,NA,0.4,NA,NA,NA,Metroscopia,2020-09-17,NA
2020-09-19,23.5,25.7,3.1,1.5,0.4,0.6,6.5,15.3,13.2,1.4,NA,NA,NA,2.7,0.4,1.6,0.9,NA,Demoscopia y Servicios,2020-09-17,1000
2020-09-19,24.1,26.8,3.4,1.5,NA,NA,6.3,15.2,11.3,1.2,NA,NA,NA,2.6,0.4,2.4,NA,NA,NC Report,2020-09-15,1000
2020-09-20,24,25.8,NA,NA,NA,NA,8.8,13.7,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2020-09-16,1008
2020-10-02,23.8,27.3,3.5,1.9,0.4,0.8,5.8,14.6,11.3,1.2,NA,NA,NA,1.9,0.4,1.5,0.8,NA,GAD3,2020-09-28,960
2020-10-09,22.7,28.8,NA,NA,NA,NA,7.4,15.1,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2020-10-05,NA
2020-10-10,24.1,28.1,3.2,1.9,NA,NA,7.2,14,12.4,NA,NA,NA,NA,1.7,NA,0.9,NA,NA,Sigma Dos,2020-10-10,NA
2020-10-17,22.8,26.6,3.2,1.8,0.4,0.7,7.1,16.3,10.5,1.3,NA,NA,NA,3,0.4,2.5,NA,NA,SocioMétrica,2020-10-15,2103
2020-10-17,23.6,27,3.4,1.5,NA,NA,6.3,15.6,11.4,1.2,NA,NA,NA,2.6,NA,NA,NA,NA,NC Report,2020-10-13,1000
2020-10-23,24.5,25,NA,NA,NA,NA,7.8,16.6,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2020-10-22,1006
2020-10-23,24,29.3,3,1.9,NA,NA,6.8,14.9,11.8,NA,NA,NA,NA,2,NA,1,NA,NA,Sigma Dos,2020-10-22,1000
2020-10-23,23.1,26.9,3.6,NA,NA,NA,6.1,15.7,12.6,NA,NA,NA,NA,NA,0.4,NA,NA,NA,Hamalgama Métrica,2020-10-21,1000
2020-10-30,23.2,28.5,NA,NA,NA,NA,7.3,14.7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2020-10-26,NA
2020-11-07,23.2,26.8,3.5,1.5,0.4,0.8,7.2,15.9,11.5,1.3,NA,NA,NA,2.5,0.4,2.1,0.8,NA,NC Report,2020-10-30,1000
2020-11-11,20.5,29.2,NA,NA,NA,NA,5.1,15.7,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2020-11-04,1036
2020-11-12,18,28.8,2.9,1.2,0.3,0.5,8.5,16.8,11.6,1,NA,NA,NA,1.7,0.5,2.1,0.8,NA,SocioMétrica/CIS,2020-11-03,3853
2020-11-20,23.5,23.6,NA,NA,NA,NA,8.9,17.2,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2020-11-18,1001
2020-12-05,23.8,26.2,3.7,NA,NA,NA,5.3,15.9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hamalgama Métrica,2020-12-02,1000
2020-12-07,25.5,28.5,3.3,1.9,NA,NA,7,13.4,12.1,NA,NA,NA,NA,2.1,NA,0.8,NA,NA,Sigma Dos,2020-12-07,NA
2020-12-09,19.9,27.9,NA,NA,NA,NA,7.7,16.2,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2020-11-30,1065
2020-12-14,25.6,28,3.4,1.7,0.6,1,7.1,13.1,9.5,1.5,NA,NA,NA,1.8,NA,1.4,0.8,NA,GAD3,2020-11-30,2005
2020-12-18,23,27.4,NA,NA,NA,NA,7.7,16.1,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2020-12-14,NA
2020-12-29,25.2,27.9,3.3,1.9,NA,NA,7.6,13.5,10.8,NA,NA,NA,NA,2.1,NA,1,NA,NA,Sigma Dos,2020-12-22,1000
2020-12-30,24.3,26.2,3.5,1.5,0.4,1,6.7,15.2,11.7,1.2,NA,NA,NA,2.3,0.4,2.2,1,NA,NC Report,2020-12-18,1000
2021-01-05,22.9,26.7,3.4,1.8,0.8,0.6,6.7,16.7,10.5,1.3,NA,NA,NA,2.7,0.3,2.5,NA,NA,SocioMétrica,2020-12-28,1206
2021-01-10,24.6,26.7,3.7,1.6,NA,NA,6.6,14.2,9.6,1.1,NA,NA,NA,2,NA,NA,NA,NA,SyM Consulting,2021-01-07,2915
2021-01-11,17.9,31.3,3.2,1.7,0.2,0.6,9.5,15,9.6,1,NA,NA,NA,1.5,0.4,2,0.8,NA,CIS ,2021-03-01,3820
2021-01-13,21.1,26.3,NA,NA,NA,NA,8.9,15.2,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2021-01-04,1045
2021-01-14,24.4,26.4,3.8,NA,NA,NA,5.2,15.6,12.5,NA,NA,NA,NA,NA,0.4,NA,NA,NA,Hamalgama Métrica,2021-01-12,1000
2021-01-15,23.7,27,3.9,1.6,0.5,0.9,6.7,14.8,11.8,1.2,NA,NA,NA,2.2,0.4,2.5,1,NA,Celeste-Tel,2021-01-11,1100
2021-01-22,23.2,27,NA,NA,NA,NA,7,16.9,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2021-01-18,NA
2021-01-25,20.5,30.7,2.9,1.6,0.5,0.5,9.3,13,10.7,0.9,NA,NA,NA,1.5,0.6,1.5,0.6,NA,CIS,2021-01-07,3862
2021-02-05,18.8,28.8,NA,NA,NA,NA,9.2,16.9,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2021-02-01,1054
2021-02-11,18.8,30.7,3.5,1.5,0.4,0.7,9.3,13.6,11.2,0.8,NA,NA,NA,1.3,0.4,1.7,0.9,NA,CIS,2021-02-03,3869
2021-02-21,23.4,27.6,3.2,2,NA,NA,6.3,15.6,11.9,NA,NA,NA,NA,2.2,NA,0.9,NA,NA,Sigma Dos,2021-02-21,1145
2021-02-22,22.1,28.7,3.4,NA,NA,NA,3.1,19.1,9.9,NA,NA,NA,NA,NA,0.4,NA,NA,NA,Hamalgama Métrica,2021-02-19,1000
2021-02-23,19.6,25.4,NA,NA,NA,NA,7.5,18.1,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2021-02-20,1002
2021-02-23,22.3,28.3,3.6,1.6,0.5,0.7,4.6,18.2,10.1,1.2,NA,NA,NA,2.1,0.4,2.6,1.1,NA,Celeste-Tel,2021-02-17,1100
2021-02-25,22.2,28.6,3.7,1.7,0.4,0.6,5.9,17.1,10.1,1.2,NA,NA,NA,2.2,0.4,1.5,1.1,NA,GAD3,2021-02-22,1000
2021-02-28,23.7,27.4,3.3,1.5,NA,NA,4.3,18,10.9,1.3,NA,NA,NA,2.2,NA,NA,NA,NA,NC Report,2021-02-24,1000
2021-03-03,22.9,27.2,3.2,2.1,NA,NA,5.4,17.4,11.7,NA,NA,NA,NA,2,NA,0.9,NA,NA,Sigma Dos,2021-03-01,1096
2021-03-09,17.5,27.1,NA,NA,NA,NA,7.6,18.5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2021-03-01,1023
2021-03-19,23.9,28.4,NA,NA,NA,NA,4.4,18.6,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2021-03-15,NA
2021-03-31,24.8,26.6,3.3,1.5,NA,NA,4,17.4,11.5,1.3,NA,NA,NA,2.2,NA,NA,NA,NA,NC Report,2021-03-26,1000
2021-04-13,22.9,27.9,NA,NA,NA,NA,3.8,17.6,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2021-04-02,1053
2021-04-14,20.8,30,3.2,1.7,0.2,0.4,4,18.8,10.8,0.9,NA,NA,NA,1.2,0.3,2.3,0.6,NA,CIS/SocioMétrica,2021-04-05,3823
2021-04-16,27,28.7,3.2,1.9,0.4,0.6,4.5,14.5,9.2,1.1,NA,NA,NA,2,0.4,2.3,0.8,NA,GAD3,2021-04-14,1001
2021-04-16,24.5,28,NA,NA,NA,NA,3.6,18.3,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2021-04-12,NA
2021-05-06,25.9,25.3,3.4,1.6,0.4,0.6,2.3,16.9,10.3,1.3,NA,NA,NA,2.7,0.4,5.1,1,NA,Demoscopia y Servicios,2021-05-05,1000
2021-05-06,30.2,25.7,3.1,1.9,NA,NA,3.6,15.2,13,NA,NA,NA,NA,2,NA,2,NA,NA,Sigma Dos,2021-05-05,1000
2021-05-07,27.3,26.7,NA,NA,NA,NA,1.2,18.9,7.9,NA,NA,NA,NA,NA,NA,4.4,NA,NA,Invymark,2021-05-05,NA
2021-05-08,26.9,26.1,3.4,1.5,NA,NA,2.8,17.1,9.9,1.3,NA,NA,NA,2.3,0.4,3.7,NA,NA,NC Report,2021-05-04,1000
2021-05-11,27.3,25.5,3.1,1.6,0.5,0.6,2.3,17.9,9,1.3,NA,NA,NA,2.3,0.4,5.9,0.9,NA,Hamalgama Métrica,2021-05-10,1000
2021-05-17,30.7,26,3,1.9,NA,NA,3.1,15.7,10,NA,NA,NA,NA,2,NA,4,NA,NA,Sigma Dos,2021-05-17,NA
2021-05-18,30.5,25.4,3,1.8,0.4,0.7,3.3,13.8,8.3,1.2,NA,NA,NA,2.4,0.4,4.1,1,NA,GAD3,2021-05-12,1202
2021-05-21,27.2,26.9,NA,NA,NA,NA,1.4,18.4,8.2,NA,NA,NA,NA,NA,NA,4.8,NA,NA,Invymark,2021-05-17,NA
2021-05-22,30,25.8,3.3,1.6,NA,NA,2.9,14.9,9.2,1.2,NA,NA,NA,2.3,0.4,3.9,NA,NA,NC Report,2021-05-17,1000
2021-05-24,28.1,24.5,NA,NA,NA,NA,3.4,16,9.3,NA,NA,NA,NA,NA,NA,5,NA,NA,DYM,2021-05-21,1008
2021-05-29,26.5,25.4,3.6,1.7,0.4,0.5,3.1,16.9,9.3,1.2,NA,NA,NA,2.6,0.4,4,0.9,NA,SocioMétrica,2021-05-26,1100
2021-06-01,29.5,25,3.2,1.7,NA,NA,3.2,15.4,10.2,NA,NA,NA,NA,1.8,NA,4.3,NA,NA,Sigma Dos,2021-05-31,1000
2021-06-03,28.7,25.5,3.3,1.6,0.5,0.6,2.7,15.8,8.6,1.1,NA,NA,NA,2.4,0.4,5.2,0.8,NA,Data10,2021-06-01,1000
2021-06-09,27.1,23,NA,NA,NA,NA,NA,17,9.3,NA,NA,NA,NA,NA,NA,6,NA,NA,Simple Lógica,2021-06-01,1017
2021-06-10,30.6,25.5,3,1.4,0.6,0.7,2.9,12.4,9.2,1.2,NA,NA,NA,2.6,0.4,4.5,1.1,NA,GAD3,2021-06-07,1026
2021-06-18,29.8,25.9,3.2,1.4,0.4,0.7,2.4,15.5,9.5,1.1,NA,NA,NA,2.2,0.4,5.7,0.9,NA,Celeste-Tel,2021-06-12,1100
2021-06-21,27.9,25.7,NA,NA,NA,NA,3.5,16,9.9,NA,NA,NA,NA,NA,NA,2.3,NA,NA,DYM,2021-06-17,1002
2021-06-21,30.1,24.5,3.5,2,NA,NA,2.5,15.5,11.4,NA,NA,NA,NA,1.9,NA,4.4,NA,NA,Sigma Dos,2021-06-21,NA
2021-06-26,30.4,24.7,3.3,1.7,NA,NA,2.6,15.1,9,1.2,NA,NA,NA,2.4,NA,4.6,NA,NA,NC Report,2021-06-23,1000
2021-06-27,26.2,24.1,3.1,1.5,0.4,0.5,5.2,16.6,10.4,1,NA,NA,NA,2.3,0.3,4.6,0.8,NA,SocioMétrica,2021-06-27,NA
2021-07-01,30.2,24.3,3.3,1.7,0.4,0.6,2.8,15.5,9.1,1.1,NA,NA,NA,2.3,0.4,5,0.8,NA,Data10/Demoscopia y Servicios,2021-06-29,1000
2021-07-01,29.4,25.9,3,1.5,NA,NA,2.5,14.4,10.5,NA,NA,NA,NA,1.8,NA,5,NA,NA,Sigma Dos,2021-06-28,1020
2021-07-02,28.3,25.9,NA,NA,NA,NA,1.5,18.1,8.9,NA,NA,NA,NA,NA,NA,4.4,NA,NA,Invymark,2021-06-28,NA
2021-07-15,26,27.3,3.4,NA,NA,NA,3.9,13.1,10,NA,NA,NA,NA,NA,NA,3.8,NA,NA,GESOP,2021-07-14,802
2021-07-16,29.8,25.9,3.3,1.6,NA,NA,2.7,15.3,9.2,1.2,NA,NA,NA,2.4,NA,3.7,NA,NA,NC Report,2021-07-16,1000
2021-07-16,28,26.2,NA,NA,NA,NA,1.4,17.7,9.3,NA,NA,NA,NA,NA,NA,4.5,NA,NA,Invymark,2021-07-12,NA
2021-07-17,30.3,24.5,3.4,1.7,0.5,0.6,2.3,15.4,9,1.1,NA,NA,NA,2.3,0.4,4.9,0.8,NA,Data10/Demoscopia y Servicios,2021-07-16,1000
2021-07-19,28,24,NA,NA,NA,NA,4,16.7,10.5,NA,NA,NA,NA,NA,NA,2.5,NA,NA,DYM,2021-07-15,1019
2021-07-19,28.8,25.1,3.4,1.8,NA,NA,2.8,14.1,10,NA,NA,NA,NA,2.1,NA,4.8,NA,NA,Sigma Dos,2021-07-19,NA
2021-07-22,31.1,25.1,3.3,1.4,0.5,0.6,3.5,12.4,10,1.1,NA,NA,NA,2.4,0.4,3.3,1,NA,GAD3,2021-07-16,NA
2021-07-23,30,25.6,3.2,1.5,0.4,0.7,3.3,14.9,9.6,1.1,NA,NA,NA,2.2,0.4,4.6,0.9,NA,Celeste-Tel,2021-07-20,1100
2021-07-29,26.4,24.7,3.1,1.4,0.4,0.6,5,16.1,10.3,0.9,NA,NA,NA,2.3,0.3,4.5,0.8,NA,SocioMétrica,2021-07-26,1200
2021-08-04,24.6,27.9,NA,NA,NA,NA,2.9,15.9,10.8,NA,NA,NA,NA,NA,NA,4.6,NA,NA,Simple Lógica,2021-08-02,1062
2021-08-06,30,24.7,3.5,1.7,0.4,0.6,2.9,15.3,8.9,1.2,NA,NA,NA,2.3,0.4,4.8,0.7,NA,Data10,2021-08-04,1000
2021-08-20,29.7,25.7,3.2,1.5,0.4,0.7,3.5,14.8,9.7,1.1,NA,NA,NA,2.3,0.4,4.5,0.9,NA,Celeste-Tel,2021-08-16,1100
2021-08-27,30.1,25.3,3.3,1.6,NA,NA,2.7,14.7,9.3,1.2,NA,NA,NA,2.4,NA,3.4,NA,NA,NC Report,2021-08-24,1000
2021-08-30,28.9,24.8,3.3,1.9,NA,NA,2.9,14.7,9.8,NA,NA,NA,NA,2.1,NA,4,NA,NA,Sigma Dos,2021-08-30,NA
2021-09-01,29.8,24.5,3.4,1.6,0.4,0.6,2.8,15.5,9.3,1.1,NA,NA,NA,2.4,0.4,4.6,0.8,NA,Data10,2021-08-30,1000
2021-09-02,29.1,24.4,3.4,1.9,NA,NA,3.1,14.9,10.3,NA,NA,NA,NA,2,NA,4.1,NA,NA,Sigma Dos,2021-08-30,1050
2021-09-10,26.4,26.6,2.9,1.6,0.5,0.6,2.9,16.5,10.6,1.2,NA,NA,NA,2.1,0.4,3.7,1,NA,IMOP,2021-08-30,1309
2021-09-13,20.5,29.6,3.2,1.3,0.4,0.5,6.5,13.8,11.3,0.9,NA,NA,NA,1.5,0.4,3.3,0.8,NA,CIS,2021-09-01,NA
2021-09-16,22.5,26.2,NA,NA,NA,NA,NA,17.7,11.3,NA,NA,NA,NA,NA,NA,4.9,NA,NA,Simple Lógica,2021-09-01,1027
2021-09-16,28.6,26.3,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2021-09-13,1002
2021-09-18,29.9,25,3.3,1.7,NA,NA,2.7,14.9,9.5,1.2,NA,NA,NA,2.3,NA,3.4,NA,NA,NC Report,2021-09-14,1000
2021-09-19,26.1,26,NA,NA,NA,NA,3.9,15.6,12.8,NA,NA,NA,NA,NA,NA,3,NA,NA,DYM,2021-09-16,1000
2021-09-20,28.7,25,3.3,1.6,0.4,0.8,2.9,16.1,9.6,1.1,NA,NA,NA,2.4,0.4,4.4,0.8,NA,Data10,2021-09-19,1000
2021-09-21,29.2,26.1,3.2,1.5,0.4,0.7,3.5,15.1,9.9,1.1,NA,NA,NA,2.3,0.4,4.1,0.9,NA,Celeste-Tel,2021-09-16,1100
2021-09-24,26.6,26.1,3.1,1.6,0.5,0.6,2.6,17,10.9,1.1,NA,NA,NA,2.1,0.4,3.8,1,NA,IMOP,2021-09-13,1304
2021-10-06,28.7,26.2,3.3,1.5,0.5,0.6,2.7,15.9,10.1,1.1,NA,NA,NA,2.3,0.4,3.6,0.9,NA,Hamalgama Métrica,2021-10-01,1000
2021-10-07,29,24.9,3.3,1.6,0.4,0.7,2.8,16,9.8,1.1,NA,NA,NA,2.3,0.4,4.2,0.8,NA,Data10,2021-10-05,1000
2021-10-07,27.2,25,3,1.2,0.5,0.5,4.3,16.3,11.4,1.1,NA,NA,NA,2.1,0.4,3.5,0.9,NA,SocioMétrica,2021-10-04,1200
2021-10-08,26.8,25.8,3.2,1.5,0.5,0.9,2.6,16.8,10.8,1,NA,NA,NA,2,0.4,4.1,0.9,NA,IMOP,2021-09-27,1317
2021-10-11,28.5,25.1,3.1,1.9,NA,NA,3.3,14.6,11.1,NA,NA,NA,NA,2,NA,3.4,NA,NA,Sigma Dos,NA,NA
2021-10-13,22.1,28.5,3.1,1.3,0.4,0.5,6,13.2,11.8,0.7,NA,1.6,NA,NA,0.4,3,0.9,NA,CIS,2021-10-01,3660
2021-10-14,29.6,26.2,NA,NA,NA,NA,2.8,15.4,10.1,NA,NA,NA,NA,NA,NA,2.4,NA,NA,GAD3,2021-10-08,1001
2021-10-15,25.5,23.8,NA,NA,NA,NA,4,17.6,12.4,NA,NA,NA,NA,NA,NA,2.3,NA,NA,Simple Lógica,2021-09-30,1056
2021-10-15,28.4,25.7,NA,NA,NA,NA,1.5,16.6,9,NA,NA,NA,NA,NA,NA,4.2,NA,NA,Invymark,2021-10-11,NA
2021-10-18,29.6,25.4,3.4,1.7,NA,NA,2.7,15.1,9.6,1.1,NA,2.2,NA,NA,NA,3.2,NA,NA,NC Report,2021-10-18,1000
2021-10-21,28.9,25.5,3.1,1.9,NA,NA,3.1,15,10.9,NA,NA,2,NA,NA,NA,3.1,NA,NA,Sigma Dos,2021-10-19,1928
2021-10-22,28.9,26.4,3.2,1.6,0.5,NA,3.4,15.1,10,1.1,NA,NA,NA,2.2,0.4,4.1,0.9,NA,Celeste-Tel,2021-10-18,1100
2021-10-22,28,25.8,3.2,1.7,0.3,1.1,2.6,15.9,11,1.2,NA,NA,0.7,1.9,0.5,2.8,1,NA,IMOP,2021-10-11,1338
2021-10-24,29.2,24.7,NA,NA,NA,NA,3.7,14.6,13.2,NA,NA,NA,NA,NA,NA,2.2,NA,NA,DYM,2021-10-20,1000
2021-10-30,25.5,25.3,3.6,1.6,0.6,NA,3,17.9,11.2,1.1,NA,NA,0.3,2.1,0.4,3.1,0.9,NA,SW Demoscopia,2021-10-20,1203
2021-11-04,25.2,26.5,NA,NA,NA,NA,2.7,18,11,NA,NA,NA,NA,NA,0.4,3,NA,NA,Metroscopia,2021-10-21,2400
2021-11-04,28.8,25.2,3.2,1.6,0.4,0.7,2.5,16.2,10.3,1,NA,NA,NA,2.2,0.4,3.8,0.9,NA,Data10,2021-11-02,1000
2021-11-05,28.2,26,NA,NA,NA,NA,1.5,16.9,8.7,NA,NA,NA,NA,NA,NA,4.5,NA,NA,Invymark,2021-11-01,NA
2021-11-06,27.1,26.3,3.1,1.7,0.4,1,2.4,16.4,11.5,1.1,NA,NA,NA,2,0.5,2.3,1.1,NA,IMOP,2021-10-25,1342
2021-11-07,29.3,25.2,3.4,1.7,NA,NA,2.9,15.2,9.8,1,NA,2.2,NA,NA,NA,3,NA,NA,NC Report,2021-11-07,1000
2021-11-08,24.9,25.5,3.2,1.4,0.6,0.6,3.9,16.8,12.2,1,NA,NA,NA,1.8,0.4,3.3,0.9,NA,SocioMétrica,2021-11-05,1200
2021-11-10,28.3,25.8,3.3,1.5,0.5,0.6,2.8,16.1,10.3,1.1,NA,NA,NA,2.3,0.4,3.4,0.9,NA,Hamalgama Métrica,2021-11-03,1000
2021-11-11,20.9,27.6,2.6,1.4,0.4,0.6,5.7,14.3,13.6,0.8,1.2,NA,NA,1.5,0.4,3.1,1,NA,CIS,2021-11-02,3779
2021-11-11,29.5,24.9,3.3,1.6,0.6,0.7,2.5,14.7,11.8,1,NA,NA,NA,1.9,0.4,2.8,0.8,NA,GAD3,2021-11-08,1001
2021-11-11,29.1,25.9,3,1.8,NA,NA,3,15.4,10.5,NA,NA,NA,NA,2,NA,3.6,NA,NA,Sigma Dos,2021-11-10,1688
2021-11-15,23,24.3,NA,NA,NA,NA,2.8,18.3,11.4,NA,NA,NA,NA,NA,NA,3.8,NA,NA,Simple Lógica,2021-10-30,1026
2021-11-16,28.5,26.1,3.1,1.6,0.5,0.7,3.4,15.4,10.3,1.1,NA,NA,0.8,2.2,0.4,3.2,0.9,NA,Celeste-Tel,2021-11-11,1100
2021-11-19,26.8,27.1,3,1.6,0.2,1.1,2.2,16.7,11,1,NA,NA,0.7,2.2,0.4,2.3,1,NA,IMOP,2021-11-08,1343
2021-11-21,25.8,25.5,NA,NA,NA,NA,4.7,18.3,12.2,NA,NA,NA,NA,NA,NA,2.5,NA,NA,DYM,2021-11-17,1021
2021-11-21,28,26.7,NA,NA,NA,NA,1.3,16.6,9.4,NA,NA,NA,NA,NA,NA,4,NA,NA,Invymark,2021-11-15,NA
2021-11-22,29.3,25.8,NA,1.9,NA,NA,3.4,15.2,11,NA,NA,NA,NA,2,NA,2.9,NA,NA,SigmaDos,NA,NA
2021-11-24,23,25.9,3.4,1.6,NA,NA,3,18.8,12.7,1.2,NA,NA,NA,2.1,NA,2.5,NA,NA,SW Demoscopia,2021-11-23,610
2021-12-01,28.6,26.4,3,1.9,NA,NA,3.5,15,10.1,NA,NA,NA,NA,2,NA,3.5,NA,NA,Sigma Dos,2021-11-30,1633
2021-12-03,25.8,25.7,2.9,1.7,0.4,1.1,2.3,18.2,11.6,1.2,NA,NA,NA,2.1,0.4,2.7,1.1,NA,IMOP,2021-11-22,1316
2021-12-05,24.5,25.5,3.7,1.6,0.4,0.5,3.2,16.9,11.8,1.2,NA,NA,NA,2.1,NA,4.4,1,NA,Ágora Integral,2021-12-01,1500
2021-12-09,28.5,25.6,3.2,NA,NA,NA,NA,16.5,10.6,NA,NA,NA,NA,NA,NA,3.4,NA,NA,Data10,2021-12-07,1000
2021-12-09,28.1,25.7,3.3,1.5,0.5,0.7,2.9,16.3,10.2,1.1,NA,NA,0.7,2.3,0.4,2.6,0.9,NA,Hamalgama Métrica,2021-12-02,1000
2021-12-12,28.8,25.3,3.4,1.7,NA,NA,3,15.5,9.9,1,NA,NA,NA,2.2,0.4,3.5,NA,NA,NC Report,2021-12-12,1000
2021-12-13,23.1,25.5,NA,NA,NA,NA,3.6,19.4,10.6,NA,NA,NA,NA,NA,NA,2.8,NA,NA,Simple Lógica,2021-12-01,1041
2021-12-16,28.5,25.1,NA,NA,NA,NA,2.5,17.1,9.8,NA,NA,NA,NA,NA,NA,2.5,NA,NA,GAD3,2021-12-13,1003
2021-12-17,24.7,25.7,3.2,1.6,0.5,1,2.4,19.1,11.8,1.2,NA,1.8,NA,NA,0.4,2.5,1.2,NA,IMOP,2021-12-06,1297
2021-12-17,27.9,26,3.2,1.5,0.6,0.7,3.4,16.1,10.2,1.2,NA,2.4,NA,NA,0.4,3.9,0.9,NA,Celeste-Tel,2021-12-13,1100
2021-12-19,27.6,25.6,NA,NA,NA,NA,4.7,16.9,10.6,NA,NA,NA,NA,NA,NA,3.2,NA,NA,DYM,2021-12-15,1012
2021-12-26,28.8,25.7,3,1.9,NA,NA,3.2,15.7,10.6,NA,NA,1,NA,NA,NA,NA,NA,NA,Sigma Dos,2021-12-26,NA
2021-12-30,23.5,26.1,NA,NA,NA,NA,3.6,18.3,11.8,NA,NA,NA,NA,NA,NA,3.6,NA,NA,40dB,2021-12-23,2000
2021-12-30,25,25.2,3.2,1.6,0.4,1.1,2.8,18.6,12.1,1.3,NA,NA,NA,1.8,0.4,2.7,1.3,NA,IMOP,2021-12-20,1315
2021-12-30,24.2,25.5,2.8,1.4,0.6,0.7,4.3,17.7,12.3,1,NA,NA,NA,2,0.4,3.2,1,NA,SocioMétrica,2021-12-20,3000
2022-01-02,27.4,26,3,1.9,NA,NA,3.1,16.6,10.9,NA,NA,NA,NA,2,NA,3.1,NA,NA,Sigma Dos,NA,NA
